origin,destination,ridership
PYL28: Taman Naga Emas,KJ20: Taman Jaya,237
PYL28: Taman Naga Emas,KJ21: Asia Jaya,684
PYL28: Taman Naga Emas,KJ22: Taman Paramount,190
PYL28: Taman Naga Emas,KJ23: Taman Bahagia,222
PYL28: Taman Naga Emas,KJ24: Kelana Jaya,99
PYL28: Taman Naga Emas,KJ25: Lembah Subang,181
PYL28: Taman Naga Emas,KJ26: Ara Damansara,212
PYL28: Taman Naga Emas,KJ27: Cgc Glenmarie,101
PYL28: Taman Naga Emas,KJ28: Subang Jaya,332
PYL28: Taman Naga Emas,KJ29: SS 15,321
PYL28: Taman Naga Emas,KJ30: SS 18,29
PYL28: Taman Naga Emas,KJ31: USJ 7,95
PYL28: Taman Naga Emas,KJ32: Taipan,120
PYL28: Taman Naga Emas,KJ33: Wawasan,164
PYL28: Taman Naga Emas,KJ34: USJ 21,94
PYL28: Taman Naga Emas,KJ35: Alam Megah,98
PYL28: Taman Naga Emas,KJ36: Subang Alam,26
PYL28: Taman Naga Emas,MR01: KL Sentral,375
PYL28: Taman Naga Emas,MR02: Tun Sambanthan,597
PYL28: Taman Naga Emas,MR03: Maharajalela,146
PYL28: Taman Naga Emas,MR04: Hang Tuah,1538
PYL28: Taman Naga Emas,MR05: Imbi,271
PYL28: Taman Naga Emas,MR06: Bukit Bintang,109
PYL28: Taman Naga Emas,MR07: Raja Chulan,323
PYL28: Taman Naga Emas,MR08: Bukit Nanas,516
PYL28: Taman Naga Emas,MR09: Medan Tuanku,540
PYL28: Taman Naga Emas,MR10: Chow Kit,817
PYL28: Taman Naga Emas,MR11: Titiwangsa,148
PYL28: Taman Naga Emas,PYL03: Kampung Selamat,390
PYL28: Taman Naga Emas,PYL04: Sungai Buloh,1941
PYL28: Taman Naga Emas,SP12: Cheras,398
PYL28: Taman Naga Emas,SP13: Salak Selatan,954
PYL28: Taman Naga Emas,SP14: Bandar Tun Razak,276
PYL28: Taman Naga Emas,SP15: Bandar Tasik Selatan,1660
PYL28: Taman Naga Emas,SP16: Sungai Besi,43
PYL28: Taman Naga Emas,SP17: Bukit Jalil,1859
PYL28: Taman Naga Emas,SP18: Sri Petaling,198
PYL28: Taman Naga Emas,SP19: Awan Besar,1555
PYL28: Taman Naga Emas,SP20: Muhibbah,501
PYL28: Taman Naga Emas,SP21: Alam Sutera,306
PYL28: Taman Naga Emas,SP22: Kinrara,572
PYL28: Taman Naga Emas,SP24: IOI Puchong Jaya,1090
PYL28: Taman Naga Emas,SP25: Pusat Bandar Puchong,540
PYL28: Taman Naga Emas,SP26: Taman Perindustrian Puchong,337
PYL28: Taman Naga Emas,SP27: Bandar Puteri,342
PYL28: Taman Naga Emas,SP28: Puchong Perdana,359
PYL28: Taman Naga Emas,SP29: Puchong Prima,287
PYL28: Taman Naga Emas,SP31: Putra Heights,314
PYL29: Sungai Besi,A0: All Stations,206545
PYL29: Sungai Besi,AG01: Sentul Timur,838
PYL29: Sungai Besi,AG02: Sentul,518
PYL29: Sungai Besi,AG03: Titiwangsa,2329
PYL29: Sungai Besi,AG04: PWTC,1705
PYL29: Sungai Besi,AG05: Sultan Ismail,1085
PYL29: Sungai Besi,AG06: Bandaraya,4623
PYL29: Sungai Besi,AG07: Masjid Jamek,5930
PYL29: Sungai Besi,AG08: Plaza Rakyat,2523
PYL29: Sungai Besi,AG09: Hang Tuah,1348
PYL29: Sungai Besi,AG10: Pudu,2055
PYL29: Sungai Besi,AG11: Chan Sow Lin,351
PYL29: Sungai Besi,AG12: Miharja,253
PYL29: Sungai Besi,AG13: Maluri,720
PYL29: Sungai Besi,AG14: Pandan Jaya,655
PYL29: Sungai Besi,AG15: Pandan Indah,369
PYL29: Sungai Besi,AG16: Cempaka,1070
PYL29: Sungai Besi,AG17: Cahaya,498
PYL29: Sungai Besi,AG18: Ampang,1273
PYL29: Sungai Besi,KG04: Kwasa Damansara,863
PYL29: Sungai Besi,KG05: Kwasa Sentral,711
PYL29: Sungai Besi,KG06: Kota Damansara,1224
PYL29: Sungai Besi,KG07: Surian,1614
PYL29: Sungai Besi,KG08: Mutiara Damansara,1959
PYL29: Sungai Besi,KG09: Bandar Utama,2233
PYL29: Sungai Besi,KG10: TTDI,2432
PYL29: Sungai Besi,KG12: Phileo Damansara,1243
PYL29: Sungai Besi,KG13: Pusat Bandar Damansara,1812
PYL29: Sungai Besi,KG14: Semantan,3297
PYL29: Sungai Besi,KG15: Muzium Negara,4638
PYL29: Sungai Besi,KG16: Pasar Seni,2288
PYL29: Sungai Besi,KG17: Merdeka,1527
PYL29: Sungai Besi,KG18: Bukit Bintang,15916
PYL29: Sungai Besi,KG20: Tun Razak Exchange,22961
PYL29: Sungai Besi,KG21: Cochrane,7447
PYL29: Sungai Besi,KG22: Maluri,4375
PYL29: Sungai Besi,KG23: Taman Pertama,446
PYL29: Sungai Besi,KG24: Taman Midah,624
PYL29: Sungai Besi,KG25: Taman Mutiara,1103
PYL29: Sungai Besi,KG26: Taman Connaught,711
PYL29: Sungai Besi,KG27: Taman Suntex,966
PYL29: Sungai Besi,KG28: Sri Raya,423
PYL29: Sungai Besi,KG29: Bandar Tun Hussien Onn,542
PYL29: Sungai Besi,KG30: Batu 11 Cheras,261
PYL29: Sungai Besi,KG31: Bukit Dukung,686
PYL29: Sungai Besi,KG33: Sungai Jernih,455
PYL29: Sungai Besi,KG34: Stadium Kajang,497
PYL29: Sungai Besi,KG35: Kajang,1015
PYL29: Sungai Besi,KJ01: Gombak,124
PYL29: Sungai Besi,KJ02: Taman Melati,243
PYL29: Sungai Besi,KJ03: Wangsa Maju,227
PYL29: Sungai Besi,KJ04: Sri Rampai,103
PYL29: Sungai Besi,KJ05: Setiawangsa,59
PYL29: Sungai Besi,KJ06: Jelatek,110
PYL29: Sungai Besi,KJ07: Dato' Keramat,41
PYL29: Sungai Besi,KJ08: Damai,45
PYL29: Sungai Besi,KJ09: Ampang Park,18
PYL29: Sungai Besi,KJ10: KLCC,729
PYL29: Sungai Besi,KJ11: Kampung Baru,226
PYL29: Sungai Besi,KJ12: Dang Wangi,335
PYL29: Sungai Besi,KJ13: Masjid Jamek,127
PYL29: Sungai Besi,KJ14: Pasar Seni,3530
PYL29: Sungai Besi,KJ15: KL Sentral,784
PYL29: Sungai Besi,KJ16: Bank Rakyat Bangsar,887
PYL29: Sungai Besi,KJ17: Abdullah Hukum,1821
PYL29: Sungai Besi,KJ18: Kerinchi,1196
PYL29: Sungai Besi,KJ19: Universiti,678
PYL29: Sungai Besi,KJ20: Taman Jaya,469
PYL29: Sungai Besi,KJ21: Asia Jaya,566
PYL29: Sungai Besi,KJ22: Taman Paramount,347
PYL29: Sungai Besi,KJ23: Taman Bahagia,130
PYL29: Sungai Besi,KJ24: Kelana Jaya,302
PYL29: Sungai Besi,KJ25: Lembah Subang,281
PYL29: Sungai Besi,KJ26: Ara Damansara,326
PYL29: Sungai Besi,KJ27: Cgc Glenmarie,505
PYL29: Sungai Besi,KJ28: Subang Jaya,815
PYL29: Sungai Besi,KJ29: SS 15,433
PYL29: Sungai Besi,KJ30: SS 18,101
PYL29: Sungai Besi,KJ31: USJ 7,375
PYL29: Sungai Besi,KJ32: Taipan,438
PYL29: Sungai Besi,KJ33: Wawasan,288
PYL29: Sungai Besi,KJ34: USJ 21,277
PYL29: Sungai Besi,KJ35: Alam Megah,421
PYL29: Sungai Besi,KJ36: Subang Alam,106
PYL29: Sungai Besi,MR01: KL Sentral,852
PYL29: Sungai Besi,MR02: Tun Sambanthan,287
PYL29: Sungai Besi,MR03: Maharajalela,202
PYL29: Sungai Besi,MR04: Hang Tuah,2053
PYL29: Sungai Besi,MR05: Imbi,1280
PYL29: Sungai Besi,MR06: Bukit Bintang,415
PYL29: Sungai Besi,MR07: Raja Chulan,580
PYL29: Sungai Besi,MR08: Bukit Nanas,585
PYL29: Sungai Besi,MR09: Medan Tuanku,674
PYL29: Sungai Besi,MR10: Chow Kit,738
PYL29: Sungai Besi,MR11: Titiwangsa,277
PYL29: Sungai Besi,PYL03: Kampung Selamat,620
PYL29: Sungai Besi,PYL04: Sungai Buloh,3370
PYL29: Sungai Besi,SP12: Cheras,1136
PYL29: Sungai Besi,SP13: Salak Selatan,3631
PYL29: Sungai Besi,SP14: Bandar Tun Razak,2034
PYL29: Sungai Besi,SP15: Bandar Tasik Selatan,13062
PYL29: Sungai Besi,SP16: Sungai Besi,454
PYL29: Sungai Besi,SP17: Bukit Jalil,17766
PYL29: Sungai Besi,SP18: Sri Petaling,3720
PYL29: Sungai Besi,SP19: Awan Besar,4611
PYL29: Sungai Besi,SP20: Muhibbah,2555
PYL29: Sungai Besi,SP21: Alam Sutera,2017
PYL29: Sungai Besi,SP22: Kinrara,2228
PYL29: Sungai Besi,SP24: IOI Puchong Jaya,2810
PYL29: Sungai Besi,SP25: Pusat Bandar Puchong,2251
PYL29: Sungai Besi,SP26: Taman Perindustrian Puchong,1438
PYL29: Sungai Besi,SP27: Bandar Puteri,1277
PYL29: Sungai Besi,SP28: Puchong Perdana,950
PYL29: Sungai Besi,SP29: Puchong Prima,1256
PYL29: Sungai Besi,SP31: Putra Heights,1541
PYL31: Serdang Raya Utara,A0: All Stations,195842
PYL31: Serdang Raya Utara,AG01: Sentul Timur,564
PYL31: Serdang Raya Utara,AG02: Sentul,367
PYL31: Serdang Raya Utara,AG03: Titiwangsa,1578
PYL31: Serdang Raya Utara,AG04: PWTC,1496
PYL31: Serdang Raya Utara,AG05: Sultan Ismail,823
PYL31: Serdang Raya Utara,AG06: Bandaraya,2229
PYL31: Serdang Raya Utara,AG07: Masjid Jamek,7585
PYL31: Serdang Raya Utara,AG08: Plaza Rakyat,3650
PYL31: Serdang Raya Utara,AG09: Hang Tuah,1410
PYL31: Serdang Raya Utara,AG10: Pudu,3694
PYL31: Serdang Raya Utara,AG11: Chan Sow Lin,169
PYL31: Serdang Raya Utara,AG12: Miharja,572
PYL31: Serdang Raya Utara,AG13: Maluri,957
PYL31: Serdang Raya Utara,AG14: Pandan Jaya,1098
PYL31: Serdang Raya Utara,AG15: Pandan Indah,356
PYL31: Serdang Raya Utara,AG16: Cempaka,421
PYL31: Serdang Raya Utara,AG17: Cahaya,946
PYL31: Serdang Raya Utara,AG18: Ampang,1465
PYL31: Serdang Raya Utara,KG04: Kwasa Damansara,622
PYL31: Serdang Raya Utara,KG05: Kwasa Sentral,549
PYL31: Serdang Raya Utara,KG06: Kota Damansara,1234
PYL31: Serdang Raya Utara,KG07: Surian,2635
PYL31: Serdang Raya Utara,KG08: Mutiara Damansara,1870
PYL31: Serdang Raya Utara,KG09: Bandar Utama,3760
PYL31: Serdang Raya Utara,KG10: TTDI,2054
PYL31: Serdang Raya Utara,KG12: Phileo Damansara,1350
PYL31: Serdang Raya Utara,KG13: Pusat Bandar Damansara,2485
PYL31: Serdang Raya Utara,KG14: Semantan,2250
PYL31: Serdang Raya Utara,KG15: Muzium Negara,7786
PYL31: Serdang Raya Utara,KG16: Pasar Seni,3058
PYL31: Serdang Raya Utara,KG17: Merdeka,2405
PYL31: Serdang Raya Utara,KG18: Bukit Bintang,29387
PYL31: Serdang Raya Utara,KG20: Tun Razak Exchange,24875
PYL31: Serdang Raya Utara,KG21: Cochrane,4430
PYL31: Serdang Raya Utara,KG22: Maluri,4534
PYL31: Serdang Raya Utara,KG23: Taman Pertama,320
PYL31: Serdang Raya Utara,KG24: Taman Midah,598
PYL31: Serdang Raya Utara,KG25: Taman Mutiara,1431
PYL31: Serdang Raya Utara,KG26: Taman Connaught,767
PYL31: Serdang Raya Utara,KG27: Taman Suntex,704
PYL31: Serdang Raya Utara,KG28: Sri Raya,384
PYL31: Serdang Raya Utara,KG29: Bandar Tun Hussien Onn,467
PYL31: Serdang Raya Utara,KG30: Batu 11 Cheras,265
PYL31: Serdang Raya Utara,KG31: Bukit Dukung,419
PYL31: Serdang Raya Utara,KG33: Sungai Jernih,251
PYL31: Serdang Raya Utara,KG34: Stadium Kajang,559
PYL31: Serdang Raya Utara,KG35: Kajang,1162
PYL31: Serdang Raya Utara,KJ01: Gombak,58
PYL31: Serdang Raya Utara,KJ02: Taman Melati,35
PYL31: Serdang Raya Utara,KJ03: Wangsa Maju,63
PYL31: Serdang Raya Utara,KJ04: Sri Rampai,25
PYL31: Serdang Raya Utara,KJ05: Setiawangsa,22
PYL31: Serdang Raya Utara,KJ06: Jelatek,26
PYL31: Serdang Raya Utara,KJ07: Dato' Keramat,6
PYL31: Serdang Raya Utara,KJ08: Damai,3
PYL31: Serdang Raya Utara,KJ09: Ampang Park,10
PYL31: Serdang Raya Utara,KJ10: KLCC,236
PYL31: Serdang Raya Utara,KJ11: Kampung Baru,30
PYL31: Serdang Raya Utara,KJ12: Dang Wangi,153
PYL31: Serdang Raya Utara,KJ13: Masjid Jamek,359
PYL31: Serdang Raya Utara,KJ14: Pasar Seni,4396
PYL31: Serdang Raya Utara,KJ15: KL Sentral,540
PYL31: Serdang Raya Utara,KJ16: Bank Rakyat Bangsar,1047
PYL31: Serdang Raya Utara,KJ17: Abdullah Hukum,3659
PYL31: Serdang Raya Utara,KJ18: Kerinchi,1036
PYL31: Serdang Raya Utara,KJ19: Universiti,717
PYL31: Serdang Raya Utara,KJ20: Taman Jaya,515
PYL31: Serdang Raya Utara,KJ21: Asia Jaya,924
PYL31: Serdang Raya Utara,KJ22: Taman Paramount,110
PYL31: Serdang Raya Utara,KJ23: Taman Bahagia,307
PYL31: Serdang Raya Utara,KJ24: Kelana Jaya,232
PYL31: Serdang Raya Utara,KJ25: Lembah Subang,302
PYL31: Serdang Raya Utara,KJ26: Ara Damansara,224
PYL31: Serdang Raya Utara,KJ27: Cgc Glenmarie,390
PYL31: Serdang Raya Utara,KJ28: Subang Jaya,287
PYL31: Serdang Raya Utara,KJ29: SS 15,344
PYL31: Serdang Raya Utara,KJ30: SS 18,60
PYL31: Serdang Raya Utara,KJ31: USJ 7,274
PYL31: Serdang Raya Utara,KJ32: Taipan,182
PYL31: Serdang Raya Utara,KJ33: Wawasan,61
PYL31: Serdang Raya Utara,KJ34: USJ 21,161
PYL31: Serdang Raya Utara,KJ35: Alam Megah,198
PYL31: Serdang Raya Utara,KJ36: Subang Alam,9
PYL31: Serdang Raya Utara,MR01: KL Sentral,423
PYL31: Serdang Raya Utara,MR02: Tun Sambanthan,812
PYL31: Serdang Raya Utara,MR03: Maharajalela,113
PYL31: Serdang Raya Utara,MR04: Hang Tuah,1675
PYL31: Serdang Raya Utara,MR05: Imbi,725
PYL31: Serdang Raya Utara,MR06: Bukit Bintang,304
PYL31: Serdang Raya Utara,MR07: Raja Chulan,406
PYL31: Serdang Raya Utara,MR08: Bukit Nanas,426
PYL31: Serdang Raya Utara,MR09: Medan Tuanku,510
PYL31: Serdang Raya Utara,MR10: Chow Kit,950
PYL31: Serdang Raya Utara,MR11: Titiwangsa,151
PYL31: Serdang Raya Utara,PYL03: Kampung Selamat,357
PYL31: Serdang Raya Utara,PYL04: Sungai Buloh,1931
PYL31: Serdang Raya Utara,SP12: Cheras,812
PYL31: Serdang Raya Utara,SP13: Salak Selatan,1585
PYL31: Serdang Raya Utara,SP14: Bandar Tun Razak,382
PYL31: Serdang Raya Utara,SP15: Bandar Tasik Selatan,4094
PYL31: Serdang Raya Utara,SP16: Sungai Besi,579
PYL31: Serdang Raya Utara,SP17: Bukit Jalil,17624
PYL31: Serdang Raya Utara,SP18: Sri Petaling,1018
PYL31: Serdang Raya Utara,SP19: Awan Besar,3180
PYL31: Serdang Raya Utara,SP20: Muhibbah,1709
PYL31: Serdang Raya Utara,SP21: Alam Sutera,597
PYL31: Serdang Raya Utara,SP22: Kinrara,867
PYL31: Serdang Raya Utara,SP24: IOI Puchong Jaya,1545
PYL31: Serdang Raya Utara,SP25: Pusat Bandar Puchong,1085
PYL31: Serdang Raya Utara,SP26: Taman Perindustrian Puchong,843
PYL31: Serdang Raya Utara,SP27: Bandar Puteri,569
PYL31: Serdang Raya Utara,SP28: Puchong Perdana,574
PYL31: Serdang Raya Utara,SP29: Puchong Prima,484
PYL31: Serdang Raya Utara,SP31: Putra Heights,520
PYL32: Serdang Raya Selatan,A0: All Stations,102983
PYL32: Serdang Raya Selatan,AG01: Sentul Timur,402
PYL32: Serdang Raya Selatan,AG02: Sentul,135
PYL32: Serdang Raya Selatan,AG03: Titiwangsa,974
PYL32: Serdang Raya Selatan,AG04: PWTC,974
PYL32: Serdang Raya Selatan,AG05: Sultan Ismail,229
PYL32: Serdang Raya Selatan,AG06: Bandaraya,1356
PYL32: Serdang Raya Selatan,AG07: Masjid Jamek,4402
PYL32: Serdang Raya Selatan,AG08: Plaza Rakyat,1253
PYL32: Serdang Raya Selatan,AG09: Hang Tuah,1172
PYL32: Serdang Raya Selatan,AG10: Pudu,2959
PYL32: Serdang Raya Selatan,AG11: Chan Sow Lin,111
PYL32: Serdang Raya Selatan,AG12: Miharja,653
PYL32: Serdang Raya Selatan,AG13: Maluri,333
PYL32: Serdang Raya Selatan,AG14: Pandan Jaya,354
PYL32: Serdang Raya Selatan,AG15: Pandan Indah,475
PYL32: Serdang Raya Selatan,AG16: Cempaka,329
PYL32: Serdang Raya Selatan,AG17: Cahaya,241
PYL32: Serdang Raya Selatan,AG18: Ampang,940
PYL32: Serdang Raya Selatan,KG04: Kwasa Damansara,212
PYL32: Serdang Raya Selatan,KG05: Kwasa Sentral,395
PYL32: Serdang Raya Selatan,KG06: Kota Damansara,475
PYL32: Serdang Raya Selatan,KG07: Surian,828
PYL32: Serdang Raya Selatan,KG08: Mutiara Damansara,704
PYL32: Serdang Raya Selatan,KG09: Bandar Utama,1383
PYL32: Serdang Raya Selatan,KG10: TTDI,1256
PYL32: Serdang Raya Selatan,KG12: Phileo Damansara,1018
PYL32: Serdang Raya Selatan,KG13: Pusat Bandar Damansara,1159
PYL32: Serdang Raya Selatan,KG14: Semantan,1142
PYL32: Serdang Raya Selatan,KG15: Muzium Negara,4189
PYL32: Serdang Raya Selatan,KG16: Pasar Seni,1819
PYL32: Serdang Raya Selatan,KG17: Merdeka,571
PYL32: Serdang Raya Selatan,KG18: Bukit Bintang,17140
PYL32: Serdang Raya Selatan,KG20: Tun Razak Exchange,13099
PYL32: Serdang Raya Selatan,KG21: Cochrane,2579
PYL32: Serdang Raya Selatan,KG22: Maluri,2198
PYL32: Serdang Raya Selatan,KG23: Taman Pertama,114
PYL32: Serdang Raya Selatan,KG24: Taman Midah,523
PYL32: Serdang Raya Selatan,KG25: Taman Mutiara,704
PYL32: Serdang Raya Selatan,KG26: Taman Connaught,397
PYL32: Serdang Raya Selatan,KG27: Taman Suntex,394
PYL32: Serdang Raya Selatan,KG28: Sri Raya,178
PYL32: Serdang Raya Selatan,KG29: Bandar Tun Hussien Onn,250
PYL32: Serdang Raya Selatan,KG30: Batu 11 Cheras,194
PYL32: Serdang Raya Selatan,KG31: Bukit Dukung,135
PYL32: Serdang Raya Selatan,KG33: Sungai Jernih,65
PYL32: Serdang Raya Selatan,KG34: Stadium Kajang,443
PYL32: Serdang Raya Selatan,KG35: Kajang,414
PYL32: Serdang Raya Selatan,KJ01: Gombak,39
PYL32: Serdang Raya Selatan,KJ02: Taman Melati,26
PYL32: Serdang Raya Selatan,KJ03: Wangsa Maju,26
PYL32: Serdang Raya Selatan,KJ04: Sri Rampai,12
PYL32: Serdang Raya Selatan,KJ05: Setiawangsa,10
PYL32: Serdang Raya Selatan,KJ06: Jelatek,11
PYL32: Serdang Raya Selatan,KJ07: Dato' Keramat,1
PYL32: Serdang Raya Selatan,KJ08: Damai,2
PYL32: Serdang Raya Selatan,KJ09: Ampang Park,7
PYL32: Serdang Raya Selatan,KJ10: KLCC,168
PYL32: Serdang Raya Selatan,KJ11: Kampung Baru,21
PYL32: Serdang Raya Selatan,KJ12: Dang Wangi,134
PYL32: Serdang Raya Selatan,KJ13: Masjid Jamek,128
PYL32: Serdang Raya Selatan,KJ14: Pasar Seni,2242
PYL32: Serdang Raya Selatan,KJ15: KL Sentral,488
PYL32: Serdang Raya Selatan,KJ16: Bank Rakyat Bangsar,821
PYL32: Serdang Raya Selatan,KJ17: Abdullah Hukum,1270
PYL32: Serdang Raya Selatan,KJ18: Kerinchi,600
PYL32: Serdang Raya Selatan,KJ19: Universiti,491
PYL32: Serdang Raya Selatan,KJ20: Taman Jaya,233
PYL32: Serdang Raya Selatan,KJ21: Asia Jaya,1048
PYL32: Serdang Raya Selatan,KJ22: Taman Paramount,190
PYL32: Serdang Raya Selatan,KJ23: Taman Bahagia,209
PYL32: Serdang Raya Selatan,KJ24: Kelana Jaya,155
PYL32: Serdang Raya Selatan,KJ25: Lembah Subang,75
PYL32: Serdang Raya Selatan,KJ26: Ara Damansara,285
PYL32: Serdang Raya Selatan,KJ27: Cgc Glenmarie,535
PYL32: Serdang Raya Selatan,KJ28: Subang Jaya,235
PYL32: Serdang Raya Selatan,KJ29: SS 15,377
PYL32: Serdang Raya Selatan,KJ30: SS 18,19
PYL32: Serdang Raya Selatan,KJ31: USJ 7,295
PYL32: Serdang Raya Selatan,KJ32: Taipan,100
PYL32: Serdang Raya Selatan,KJ33: Wawasan,88
PYL32: Serdang Raya Selatan,KJ34: USJ 21,95
PYL32: Serdang Raya Selatan,KJ35: Alam Megah,192
PYL32: Serdang Raya Selatan,KJ36: Subang Alam,19
PYL32: Serdang Raya Selatan,MR01: KL Sentral,150
PYL32: Serdang Raya Selatan,MR02: Tun Sambanthan,162
PYL32: Serdang Raya Selatan,MR03: Maharajalela,42
PYL32: Serdang Raya Selatan,MR04: Hang Tuah,1022
PYL32: Serdang Raya Selatan,MR05: Imbi,497
PYL32: Serdang Raya Selatan,MR06: Bukit Bintang,122
PYL32: Serdang Raya Selatan,MR07: Raja Chulan,255
PYL32: Serdang Raya Selatan,MR08: Bukit Nanas,240
PYL32: Serdang Raya Selatan,MR09: Medan Tuanku,607
PYL32: Serdang Raya Selatan,MR10: Chow Kit,621
PYL32: Serdang Raya Selatan,MR11: Titiwangsa,75
PYL32: Serdang Raya Selatan,PYL03: Kampung Selamat,428
PYL32: Serdang Raya Selatan,PYL04: Sungai Buloh,1112
PYL32: Serdang Raya Selatan,SP12: Cheras,378
PYL32: Serdang Raya Selatan,SP13: Salak Selatan,579
PYL32: Serdang Raya Selatan,SP14: Bandar Tun Razak,370
PYL32: Serdang Raya Selatan,SP15: Bandar Tasik Selatan,2556
PYL32: Serdang Raya Selatan,SP16: Sungai Besi,232
PYL32: Serdang Raya Selatan,SP17: Bukit Jalil,5187
PYL32: Serdang Raya Selatan,SP18: Sri Petaling,483
PYL32: Serdang Raya Selatan,SP19: Awan Besar,1204
PYL32: Serdang Raya Selatan,SP20: Muhibbah,707
PYL32: Serdang Raya Selatan,SP21: Alam Sutera,478
PYL32: Serdang Raya Selatan,SP22: Kinrara,364
PYL32: Serdang Raya Selatan,SP24: IOI Puchong Jaya,1068
PYL32: Serdang Raya Selatan,SP25: Pusat Bandar Puchong,439
PYL32: Serdang Raya Selatan,SP26: Taman Perindustrian Puchong,451
PYL32: Serdang Raya Selatan,SP27: Bandar Puteri,266
PYL32: Serdang Raya Selatan,SP28: Puchong Perdana,346
PYL32: Serdang Raya Selatan,SP29: Puchong Prima,213
PYL32: Serdang Raya Selatan,SP31: Putra Heights,412
PYL33: Serdang Jaya,A0: All Stations,90329
PYL33: Serdang Jaya,AG01: Sentul Timur,629
PYL33: Serdang Jaya,AG02: Sentul,397
PYL33: Serdang Jaya,AG03: Titiwangsa,1320
PYL33: Serdang Jaya,AG04: PWTC,588
PYL33: Serdang Jaya,AG05: Sultan Ismail,329
PYL33: Serdang Jaya,AG06: Bandaraya,1245
PYL33: Serdang Jaya,AG07: Masjid Jamek,2978
PYL33: Serdang Jaya,AG08: Plaza Rakyat,1942
PYL33: Serdang Jaya,AG09: Hang Tuah,617
PYL33: Serdang Jaya,AG10: Pudu,3050
PYL33: Serdang Jaya,AG11: Chan Sow Lin,127
PYL33: Serdang Jaya,AG12: Miharja,387
PYL33: Serdang Jaya,AG13: Maluri,304
PYL33: Serdang Jaya,AG14: Pandan Jaya,370
PYL33: Serdang Jaya,AG15: Pandan Indah,262
PYL33: Serdang Jaya,AG16: Cempaka,407
PYL33: Serdang Jaya,AG17: Cahaya,261
PYL33: Serdang Jaya,AG18: Ampang,598
PYL33: Serdang Jaya,KG04: Kwasa Damansara,201
PYL33: Serdang Jaya,KG05: Kwasa Sentral,255
PYL33: Serdang Jaya,KG06: Kota Damansara,466
PYL33: Serdang Jaya,KG07: Surian,1010
PYL33: Serdang Jaya,KG08: Mutiara Damansara,665
PYL33: Serdang Jaya,KG09: Bandar Utama,1704
PYL33: Serdang Jaya,KG10: TTDI,1145
PYL33: Serdang Jaya,KG12: Phileo Damansara,593
PYL33: Serdang Jaya,KG13: Pusat Bandar Damansara,888
PYL33: Serdang Jaya,KG14: Semantan,1088
PYL33: Serdang Jaya,KG15: Muzium Negara,3895
PYL33: Serdang Jaya,KG16: Pasar Seni,2050
PYL33: Serdang Jaya,KG17: Merdeka,1143
PYL33: Serdang Jaya,KG18: Bukit Bintang,12493
PYL33: Serdang Jaya,KG20: Tun Razak Exchange,10771
PYL33: Serdang Jaya,KG21: Cochrane,3257
PYL33: Serdang Jaya,KG22: Maluri,2544
PYL33: Serdang Jaya,KG23: Taman Pertama,161
PYL33: Serdang Jaya,KG24: Taman Midah,452
PYL33: Serdang Jaya,KG25: Taman Mutiara,632
PYL33: Serdang Jaya,KG26: Taman Connaught,229
PYL33: Serdang Jaya,KG27: Taman Suntex,200
PYL33: Serdang Jaya,KG28: Sri Raya,65
PYL33: Serdang Jaya,KG29: Bandar Tun Hussien Onn,99
PYL33: Serdang Jaya,KG30: Batu 11 Cheras,85
PYL33: Serdang Jaya,KG31: Bukit Dukung,86
PYL33: Serdang Jaya,KG33: Sungai Jernih,34
PYL33: Serdang Jaya,KG34: Stadium Kajang,158
PYL33: Serdang Jaya,KG35: Kajang,288
PYL33: Serdang Jaya,KJ01: Gombak,12
PYL33: Serdang Jaya,KJ02: Taman Melati,9
PYL33: Serdang Jaya,KJ03: Wangsa Maju,33
PYL33: Serdang Jaya,KJ04: Sri Rampai,29
PYL33: Serdang Jaya,KJ05: Setiawangsa,6
PYL33: Serdang Jaya,KJ06: Jelatek,6
PYL33: Serdang Jaya,KJ07: Dato' Keramat,4
PYL33: Serdang Jaya,KJ08: Damai,5
PYL33: Serdang Jaya,KJ09: Ampang Park,5
PYL33: Serdang Jaya,KJ10: KLCC,136
PYL33: Serdang Jaya,KJ11: Kampung Baru,28
PYL33: Serdang Jaya,KJ12: Dang Wangi,80
PYL33: Serdang Jaya,KJ13: Masjid Jamek,243
PYL33: Serdang Jaya,KJ14: Pasar Seni,2496
PYL33: Serdang Jaya,KJ15: KL Sentral,423
PYL33: Serdang Jaya,KJ16: Bank Rakyat Bangsar,667
PYL33: Serdang Jaya,KJ17: Abdullah Hukum,1961
PYL33: Serdang Jaya,KJ18: Kerinchi,568
PYL33: Serdang Jaya,KJ19: Universiti,548
PYL33: Serdang Jaya,KJ20: Taman Jaya,413
PYL33: Serdang Jaya,KJ21: Asia Jaya,430
PYL33: Serdang Jaya,KJ22: Taman Paramount,152
PYL33: Serdang Jaya,KJ23: Taman Bahagia,177
PYL33: Serdang Jaya,KJ24: Kelana Jaya,84
PYL33: Serdang Jaya,KJ25: Lembah Subang,229
PYL33: Serdang Jaya,KJ26: Ara Damansara,350
PYL33: Serdang Jaya,KJ27: Cgc Glenmarie,220
PYL33: Serdang Jaya,KJ28: Subang Jaya,606
PYL33: Serdang Jaya,KJ29: SS 15,527
PYL33: Serdang Jaya,KJ30: SS 18,71
PYL33: Serdang Jaya,KJ31: USJ 7,168
